operation_id,date,operation_type,amount,counterparty,description,category_final,subcategory_final,rule_reason,review_reason
3879,2026-04-20,debit,48600.0,ИП Трипольский Андрей Юрьевич,Оплата по счету № 345 от 14.04.2026г за консалтинговые услуги по оформлению Декларации о соответствии на 5 лет на продукцию в соответствии с ТР ТС 021/2011. НДС не облагается,Профессиональные услуги,консалтинг,профессиональные услуги,
