operation_date,document_number,amount,direction,counterparty_name,payment_purpose,rows_count,source_files,source_files_count,min_source_row,max_source_row
2026-01-12,4,-18000.0,debit,"ООО ""ФИРМА ОКЕЙ""","Оплата по счету № БП-3216 от 22.12.2025. за аренду нежилого помещения в январе 2026г. В том числе НДС 5%, 857.14 руб.",2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1474,1578
2026-01-12,9,12320.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810340000030711 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО Г ПАВЛОВСКИЙ ПОСАД УЛ 1Я МИШУТИНСКАЯ Д 76А К 3. СУММА 12320-00 В Т.Ч. НДС(10%) 1120-00,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1488,1592
2026-01-12,24,11110.0,credit,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 МО го Одинцовский тер МАРКЕТ дом 1 стр 4. Сумма 11110-00 В т.ч. НДС(10%) 1010-00,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1440,1544
2026-01-12,11,10810.0,credit,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Москва вт Вых.-Жулебино прт Лермонтовский д 19 к 2. Сумма 10810-00 В т.ч. НДС(10%) 982-73,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1452,1556
2026-01-12,11,13670.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810440000095193 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ЛЮБЕРЦЫ ТОМИЛИНО 25ЙКМНОВОРЯЗАНСКОГО Ш Д16СТР36. СУММА 13670-00 В Т.Ч. НДС(10%) 1242-73,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1463,1567
2026-01-12,11,18910.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810840000080371 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ЗАРАЙСК Г ЗАРАЙСК КВЛ ЮЖНЫЙ Д 14. СУММА 18910-00 В Т.Ч. НДС(10%) 1719-09,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1499,1603
2026-01-12,13,27130.0,credit,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 МО го Подольск мкр Климовск ул Московская д 15А. Сумма 27130-00 В т.ч. НДС(10%) 2466-36,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1431,1535
2026-01-12,16,1540.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810640000007347 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГОСОЛНЕЧНОГОРСК ДППОВАРОВО УЛВЛАДИМИРСКАЯ СТР1Б. СУММА 1540-00 В Т.Ч. НДС(10%) 140-00,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1486,1590
2026-01-12,16,5060.0,credit,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Москва вт Кос.-Ухтомский ул Лухмановская д 36. Сумма 5060-00 В т.ч. НДС(10%) 460-00,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1442,1546
2026-01-12,17,8361.4,credit,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2026-3 от 08.12.2025 Новомосковск Трудовые Резервы 55. Сумма 8361-40 В т.ч. НДС(10%) 760-13,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1432,1536
2026-01-12,20,3670.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810940000066981 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО СЕРПУХОВ Г СЕРПУХОВ ПРД ЗАВОДСКОЙ СТР 40. СУММА 3670-00 В Т.Ч. НДС(10%) 333-64,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1468,1572
2026-01-12,21,14161.0,credit,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2026-3 от 08.12.2025 Тула Парковая 7а. Сумма 14161-00 В т.ч. НДС(10%) 1287-36,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1450,1554
2026-01-12,23,3990.0,credit,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 МО г Чехов ш Симферопольское стр 1В. Сумма 3990-00 В т.ч. НДС(10%) 362-73,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1437,1541
2026-01-12,23,11044.2,credit,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2026-3 от 08.12.2025 Кимовск Бессолова 59. Сумма 11044-20 В т.ч. НДС(10%) 1004-02,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1433,1537
2026-01-12,24,2000.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810640000010305 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГО СЕРПУХОВ Г СЕРПУХОВ СЕВЕРНОЕ Ш Д 15 СТР 1. СУММА 2000-00 ВТ.Ч. НДС(10%) 181-82,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1487,1591
2025-12-26,4717,3531.6,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810266000003830 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2026-3 ОТ 08.12.2025 ЕФРЕМОВ ГОРЬКОГО 17. СУММА 3531-60 В Т.Ч. НДС(10%) 321-05,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1587,1691
2025-12-26,4639,47060.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810940000064297 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГО РАМЕНСКИЙ С БОРШЕВА СТР 1/5. СУММА 47060-00 В Т.Ч. НДС(10%) 4278-18,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1571,1675
2025-12-26,4602,5452.0,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810166000015986 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2026-3 ОТ 08.12.2025 ПЛАВСК ОСТРОВСКОГО 7. СУММА 5452-00 В Т.Ч. НДС(10%) 495-64,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1586,1690
2025-12-22,4805,12970.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810940000077873 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ДМИТРОВСКИЙ Д ЕЛИЗАВЕТИНО Д 203А СТР 1. СУММА 12970-00 В Т.Ч. НДС(10%) 1179-09,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1655,1759
2025-12-22,4353,9140.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810940000066981 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО СЕРПУХОВ Г СЕРПУХОВ ПРД ЗАВОДСКОЙ СТР 40. СУММА 9140-00 В Т.Ч. НДС(10%) 830-91,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1641,1745
2025-12-22,4362,10460.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810040000078251 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО Г ЧЕХОВ УЛ КОМСОМОЛЬСКАЯ СТР 23 К 3. СУММА 10460-00 В Т.Ч. НДС(10%) 950-91,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1671,1775
2025-12-22,4373,14580.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810740000078263 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ОДИНЦОВСКИЙ Г ЗВЕНИГОРОД УЛЛЕРМОНТОВА СТР38А. СУММА 14580-00 В Т.Ч. НДС(10%) 1325-45,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1666,1770
2025-12-22,4402,15810.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810140000063124 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МОСКВА ВТ В.БИРЮЛЕВО УЛ6Я РАДИАЛЬНАЯ Д15 СТР1 ПОМ 2Н. СУММА 15810-00 В Т.Ч. НДС(10%) 1437-27,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1687,1791
2025-12-22,4435,28090.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810040000080375 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ОДИНЦОВСКИЙ Г ОДИНЦОВО УЛ ЗАПАДНАЯ СТР 1А. СУММА 28090-00В Т.Ч. НДС(10%) 2553-64,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1667,1771
2025-12-22,4482,12014.0,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810266000016267 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2026-3 ОТ 08.12.2025 ДУБНА ПЕРВОМАЙСКАЯ 10. СУММА 12014 -00 В Т.Ч. НДС(10%) 1092-18,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1684,1788
2025-12-22,4511,11590.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810540000092151 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ПОДОЛЬСК Г ПОДОЛЬСК ДОМОДЕДОВСКОЕ Ш Д16 СТР1. СУММА 11590-00 В Т.Ч. НДС(10%) 1053-64,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1668,1772
2025-12-22,4573,22450.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810140000079707 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО СТУПИНО Г СТУПИНО УЛ КРЫЛОВА ВЛД 22 СТР 1. СУММА 22450-00В Т.Ч. НДС(10%) 2040-91,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1650,1754
2025-12-22,4590,5280.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810440000080739 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ЛОТОШИНО РП ЛОТОШИНО УЛ ЦЕНТРАЛЬНАЯ Д 2А. СУММА 5280-00 ВТ.Ч. НДС(10%) 480-00,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1651,1755
2025-12-22,4605,6520.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810840000078859 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО КОЛОМНА Г КОЛОМНА УЛ КОЛХОЗНАЯ Д 8 СТР 4. СУММА 6520-00 ВТ.Ч. НДС(10%) 592-73,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1657,1761
2025-12-22,4687,1750.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810440000075045 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО КУРОВСКОЕ ОРЕХОВО-ЗУЕВСКИЙ Р УЛСОВХОЗНАЯ Д25. СУММА 1750-00 В Т.Ч. НДС(10%) 159-09,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1654,1758
2025-12-22,4714,20970.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810540000075440 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО Г ЧЕХОВ УЛ САДОВАЯ Д 4 СТР 1. СУММА 20970-00 В Т.Ч. НДС(10%)1906-36,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1669,1773
2025-12-22,4838,10120.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810440000063112 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО Г ПАВЛ.ПОСАД УЛ ИНТЕРНАЦИОНАЛЬНАЯ Д 55 СТР 1. СУММА 10120-00 В Т.Ч. НДС(10%) 920-00,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1640,1744
2025-12-22,4234,6300.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810140000078025 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ВОЛОКОЛАМСКИЙ С СПАСС УЛ ЦЕНТРАЛЬНАЯ СТР 12Б. СУММА 6300-00 В Т.Ч. НДС(10%) 572-73,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1656,1760
2025-12-22,4879,6740.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810440000077959 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ШАТУРА Г РОШАЛЬ УЛ КОСЯКОВА Д 18 К 530С. СУММА 6740-00 В Т.Ч. НДС(10%) 612-73,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1652,1756
2025-12-22,4888,2180.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810940000030771 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГО ПАВЛОВСКИЙ ПОСАД Д КУЗНЕЦЫ Д 76А. СУММА 2180-00 В Т.Ч. НДС(10%) 198-18,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1639,1743
2025-12-22,4920,5500.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810240000092419 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МОСКВА ВТ ОТРАДНОЕ ПРД ЮРЛОВСКИЙ Д 13 ПОМ 1М. СУММА 5500-00 В Т.Ч. НДС(10%) 500-00,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1664,1768
2025-12-22,5027,19230.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810340000077981 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО Г ВОСКРЕСЕНСК УЛ ЗАВОДСКАЯ 2Я ЗД 16 СТР 2. СУММА 19230-00 В Т.Ч. НДС(10%) 1748-18,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1659,1763
2025-12-22,5214,27380.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810740000410119 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО МОЖАЙСКИЙ Г МОЖАЙСК УЛ КОММУНИСТИЧЕСКАЯ Д 1. СУММА 27380-00 В Т.Ч. НДС(10%) 2489-09,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1653,1757
2025-12-22,5306,9879.6,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810840000092220 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО КАШИРА Г КАШИРА УЛ СТРЕЛЕЦКАЯ Д 70/5. СУММА 9879-60 В Т.Ч. НДС(10%) 898-15,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1649,1753
2025-12-22,5325,28679.2,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810866000016175 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2026-3 ОТ 08.12.2025 АЛЕКСИН ТУЛЬСКАЯ ЗД 141 К1. СУММА 28679-20 В Т.Ч. НДС(10%) 2607-20,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1644,1748
2025-12-22,5399,1383.27,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810866000008714 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2026-3 ОТ 08.12.2025 ЛИВНЫ ГАЙДАРА 2В. СУММА 1383-27 В Т.Ч. НДС(10%) 125-75,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1689,1793
2025-12-22,5661,12020.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810640000010305 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГО СЕРПУХОВ Г СЕРПУХОВ СЕВЕРНОЕ Ш Д 15 СТР 1. СУММА 12020-00 В Т.Ч. НДС(10%) 1092-73,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1637,1741
2025-12-22,5946,8070.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810540000097017 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ИСТРА Г ИСТРА УЛ 2Я ПЕРВОМАЙСКАЯ ЗД 20А. СУММА 8070-00 В Т.Ч. НДС(10%) 733-64,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1658,1762
2025-12-22,6257,2480.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810940000026976 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО Г МОЖАЙСК УЛ ВОИНОВ-ИНТЕРНАЦИОНАЛИСТОВ Д 12. СУММА 2480-00 В Т.Ч. НДС(10%) 225-45,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1638,1742
2025-12-22,6343,21090.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810940000090915 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО РУЗСКИЙ П ДОРОХОВО УЛ НЕВКИПЕЛОГО ДОМ 4А. СУММА 21090-00 В Т.Ч. НДС(10%) 1917-27,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1648,1752
2025-12-22,4285,28100.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810140000080479 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МОСКВА ВТ О.-БОРИСОВО СЕВЕРНОЕ УЛДОМОДЕДОВСКАЯ Д7 К1. СУММА 28100-00 В Т.Ч. НДС(10%) 2554-55,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1663,1767
2025-12-22,4098,11720.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810240000065734 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГО ЭЛЕКТРОГОРСК Г ЭЛЕКТРОГОРСК УЛ СОВЕТСКАЯ Д3Б. СУММА 11720-00 В Т.Ч. НДС(10%) 1065-45,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1642,1746
2025-12-22,9927,8738.75,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810977030010532 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 БРЯНСК УЛЬЯНОВА 4СУММА 8738-75В Т.Ч. НДС(10%) 794-43,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1685,1789
2025-12-22,777,-30000.0,debit,"ООО ""ППР""","Оплата по договору № 77600100252491125 от 13.11.2025г. В том числе НДС 20%, 5000.00 руб.",2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1683,1787
2025-12-19,4829,12970.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810640000007347 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГОСОЛНЕЧНОГОРСК ДППОВАРОВО УЛВЛАДИМИРСКАЯ СТР1Б. СУММА 12970-00 В Т.Ч. НДС(10%) 1179-09,2,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx | Выписка_40702810101690000356_01.06.2025–09.05.2026.xlsx,2,1709,1813
