period_label,period_start,period_end,counterparty_raw,legal_entity,brand,store_location_raw,city_or_area,contract_raw,contract_number,contract_date,payment_doc_raw,payment_doc_number,payment_date,amount,source_file,source_file_path,source_file_hash,source_sheet,source_row_number,source_column
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, Подольск ул.Загородная д.1",Восторг 76 ООО,Маяк,Подольск ул.Загородная д.1,,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 3538 от 05.05.2025,3538,2025-05-05,6644.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,78,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, Тульская обл., Ленинский р-н, п. Петровский, ул. Парковая , д.7",Восторг 76 ООО,Маяк,"Тульская обл., Ленинский р-н, п. Петровский, ул. Парковая , д.7",,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 3718 от 05.05.2025,3718,2025-05-05,8496.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,108,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, г. Брянск, ул. 50-й Армии, стр.1Д",Восторг 76 ООО,Маяк,"г. Брянск, ул. 50-й Армии, стр.1Д",г. Брянск,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 3641 от 05.05.2025,3641,2025-05-05,3253.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,156,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, г. Воронеж, ул. 45 стрелковой дивизии, д. 255в",Восторг 76 ООО,Маяк,"г. Воронеж, ул. 45 стрелковой дивизии, д. 255в",г. Воронеж,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 3903 от 05.05.2025,3903,2025-05-05,10401.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,186,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, г. Воронеж, ул. Дубровина, д. 3 В",Восторг 76 ООО,Маяк,"г. Воронеж, ул. Дубровина, д. 3 В",г. Воронеж,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 4026 от 05.05.2025,4026,2025-05-05,7767.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,51,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, г. Воронеж, ул. Машиностроителей, д. 24И",Восторг 76 ООО,Маяк,"г. Воронеж, ул. Машиностроителей, д. 24И",г. Воронеж,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 4232 от 05.05.2025,4232,2025-05-05,6120.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,196,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, г. Курск, пр-кт Кулакова, д.146з",Восторг 76 ООО,Маяк,"г. Курск, пр-кт Кулакова, д.146з",г. Курск,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 4301 от 05.05.2025,4301,2025-05-05,1024.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,96,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк, г. Электросталь , ул. Тевосяна, д.25",Восторг 76 ООО,Маяк,"г. Электросталь , ул. Тевосяна, д.25",г. Электросталь,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 2792 от 05.05.2025,2792,2025-05-05,5898.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,142,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 150 ООО Магазин Светофор г. Куровское, ул. Совхозная, д.25",Торгсервис 150 ООО,Светофор,"г. Куровское, ул. Совхозная, д.25",г. Куровское,ТС150/25-241 ПМСК от 31.12.2024,ТС150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 1302 от 05.05.2025,1302,2025-05-05,3400.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,496,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 150 ООО Магазин Светофор г. Луховицы, ул. Гагарина д. 45а-1",Торгсервис 150 ООО,Светофор,"г. Луховицы, ул. Гагарина д. 45а-1",г. Луховицы,ТС150/25-241 ПМСК от 31.12.2024,ТС150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 1553 от 05.05.2025,1553,2025-05-05,2380.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,431,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 150 ООО Магазин Светофор г. Можайск, ул. Коммунистическая, д.1",Торгсервис 150 ООО,Светофор,"г. Можайск, ул. Коммунистическая, д.1",г. Можайск,ТС-150/24-008МО2 от 09.02.2024,ТС-150/24-008МО2,2024-02-09,Поступление на расчетный счет № 1400 от 05.05.2025,1400,2025-05-05,4340.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,393,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 150 ООО магазин Светофор г. Волоколамск, с. Спасс, ул. Центральная, стр. 12б","Торгсервис 150 ООО магазин Светофор г. Волоколамск, с. Спасс, ул. Центральная, стр. 12б",,,,ТС-150/24-008МО2 от 09.02.2024,ТС-150/24-008МО2,2024-02-09,Поступление на расчетный счет № 1074 от 05.05.2025,1074,2025-05-05,1400.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,532,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 50 ООО Магазин Светофор Павлово Посадский р-н, д. Кузнецы, д. 76а",Торгсервис 50 ООО,Светофор,"Павлово Посадский р-н, д. Кузнецы, д. 76а",,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 1153 от 05.05.2025,1153,2025-05-05,3200.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,446,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 50 ООО Магазин Светофор г. Воскресенск, ул. Гаражная, зд.1Г",Торгсервис 50 ООО,Светофор,"г. Воскресенск, ул. Гаражная, зд.1Г",г. Воскресенск,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 1378 от 05.05.2025,1378,2025-05-05,2400.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,474,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 50 ООО Магазин Светофор г. Можайск, ул. Воинов-интернационалистов, д.12",Торгсервис 50 ООО,Светофор,"г. Можайск, ул. Воинов-интернационалистов, д.12",г. Можайск,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 1746 от 05.05.2025,1746,2025-05-05,3000.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,511,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 50 ООО Магазин Светофор г. Павловский Посад, ул. Интернациональная, д.55, стр.1",Торгсервис 50 ООО,Светофор,"г. Павловский Посад, ул. Интернациональная, д.55, стр.1",г. Павловский Посад,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 1345 от 05.05.2025,1345,2025-05-05,2200.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,479,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 50 ООО Магазин Светофор г. Руза, ул. Социалистическая, д. 78а",Торгсервис 50 ООО,Светофор,"г. Руза, ул. Социалистическая, д. 78а",г. Руза,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 1211 от 05.05.2025,1211,2025-05-05,2600.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,354,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 50 ООО Магазин Светофор г. Серпухов, Заводской пр-зд, д. 40",Торгсервис 50 ООО,Светофор,"г. Серпухов, Заводской пр-зд, д. 40",г. Серпухов,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 1252 от 05.05.2025,1252,2025-05-05,9600.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,341,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 50 ООО Магазин светофор г. Волоколамск, ул. Ново-Солдатская, д. 23","Торгсервис 50 ООО Магазин светофор г. Волоколамск, ул. Ново-Солдатская, д. 23",,,,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 1291 от 05.05.2025,1291,2025-05-05,4800.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,423,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор ТО,рп. Одоев, ул. 50 лет Октября",Торгсервис 71 ООО,Светофор,"ТО,рп. Одоев, ул. 50 лет Октября",рп. Одоев,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1833 от 05.05.2025,1833,2025-05-05,11400.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,224,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Алексин, ул. Тульская, зд.141,к.1",Торгсервис 71 ООО,Светофор,"г. Алексин, ул. Тульская, зд.141,к.1",г. Алексин,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1877 от 05.05.2025,1877,2025-05-05,5800.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,293,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Киреевск, ул. Геологов, д. 1А",Торгсервис 71 ООО,Светофор,"г. Киреевск, ул. Геологов, д. 1А",г. Киреевск,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 2108 от 05.05.2025,2108,2025-05-05,14763.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,133,06.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, п. Петровский, ул. Парковая, д. 7А",Торгсервис 71 ООО,Светофор,"г. Тула, п. Петровский, ул. Парковая, д. 7А",г. Тула,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1614 от 05.05.2025,1614,2025-05-05,16858.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,6,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, ул. Скуратовская, д. 100А",Торгсервис 71 ООО,Светофор,"г. Тула, ул. Скуратовская, д. 100А",г. Тула,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1822 от 05.05.2025,1822,2025-05-05,6693.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,28,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор п.Товарковский, ул.Кирова, зд.9Г",Торгсервис 71 ООО,Светофор,"п.Товарковский, ул.Кирова, зд.9Г",,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1241 от 05.05.2025,1241,2025-05-05,4800.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,347,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор, г. Дубна, ул. Первомайская, д.10",Торгсервис 71 ООО,Светофор,"г. Дубна, ул. Первомайская, д.10",г. Дубна,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1471 от 05.05.2025,1471,2025-05-05,6588.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,377,05.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор, г. Суворов, ул. Чайковского, д. 14А",Торгсервис 71 ООО,Светофор,"г. Суворов, ул. Чайковского, д. 14А",г. Суворов,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1348 от 05.05.2025,1348,2025-05-05,9400.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,305,06.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Восторг 76 ООО Магазин Маяк г. Москва, ул.Вернисажная, д.13",Восторг 76 ООО,Маяк,"г. Москва, ул.Вернисажная, д.13",г. Москва,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 2362 от 07.05.2025,2362,2025-05-07,8755.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,206,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 150 ООО Магазин Светофор г. Зарайск, Южный кв-л, д.14",Торгсервис 150 ООО,Светофор,"г. Зарайск, Южный кв-л, д.14",г. Зарайск,ТС150/25-241 ПМСК от 31.12.2024,ТС150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 1621 от 07.05.2025,1621,2025-05-07,1400.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,456,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 150 ООО Магазин Светофор г. Руза, п. Дорохово, ул. Невкипелого, д. 4.А",Торгсервис 150 ООО,Светофор,"г. Руза, п. Дорохово, ул. Невкипелого, д. 4.А",г. Руза,ТС-150/24-008МО2 от 09.02.2024,ТС-150/24-008МО2,2024-02-09,Поступление на расчетный счет № 1847 от 07.05.2025,1847,2025-05-07,1800.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,526,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 150 ООО Магазин Светофор, г. Рошаль, ул. Косякова, д.4",Торгсервис 150 ООО,Светофор,"г. Рошаль, ул. Косякова, д.4",г. Рошаль,ТС150/25-241 ПМСК от 31.12.2024,ТС150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 1596 от 07.05.2025,1596,2025-05-07,2800.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,439,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор ТО, п. Заокский, ул. Автодорожная 1Б",Торгсервис 71 ООО,Светофор,"ТО, п. Заокский, ул. Автодорожная 1Б",,ТС71/2025-6 от 20.11.2024,ТС71/2025-6,2024-11-20,Поступление на расчетный счет № 1448 от 07.05.2025,1448,2025-05-07,16682.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,172,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Новомосковск, ул. Первомайская, д.83",Торгсервис 71 ООО,Светофор,"г. Новомосковск, ул. Первомайская, д.83",г. Новомосковск,ТС-71/2025-6 от 20.11.2024,ТС-71/2025-6,2024-11-20,Поступление на расчетный счет № 1202 от 07.05.2025,1202,2025-05-07,15356.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,238,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Плавск, ул. Островского, д.7",Торгсервис 71 ООО,Светофор,"г. Плавск, ул. Островского, д.7",г. Плавск,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1713 от 07.05.2025,1713,2025-05-07,5306.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,383,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, Веневское ш., д.6",Торгсервис 71 ООО,Светофор,"г. Тула, Веневское ш., д.6",г. Тула,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1802 от 07.05.2025,1802,2025-05-07,11102.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,60,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, ул. Марата, д.59",Торгсервис 71 ООО,Светофор,"г. Тула, ул. Марата, д.59",г. Тула,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 1764 от 07.05.2025,1764,2025-05-07,27627.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,67,07.05.25
Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г.,2025-05-01,2025-06-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, ул. Фридриха Энгельса, д.12",Торгсервис 71 ООО,Светофор,"г. Тула, ул. Фридриха Энгельса, д.12",г. Тула,ТС-71/2024 от 29.02.2024,ТС-71/2024,2024-02-29,Поступление на расчетный счет № 1509 от 07.05.2025,1509,2025-05-07,17506.0,Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за Май 2025 г. - Июнь 2025 г..xls,c843ae3d14f78c65d96e5dc16c0f169066d15037520408ecf71bcc39e97aa070,Лист_1,41,07.05.25
